0,2035.5200000000186
1,1985.5600000000559
2,2035.5200000000186
3,1935.6000000000931
4,1985.5600000000559
5,1985.5600000000559
6,1985.5600000000559
7,1985.5600000000559
8,1985.5600000000559
9,1985.5600000000559
10,1985.5600000000559
11,1985.5600000000559
12,1935.6000000000931
13,1835.6800000000512
14,2035.5200000000186
15,1985.5600000000559
16,1835.6800000000512
17,2035.5200000000186
18,1935.6000000000931
19,1935.6000000000931
20,1885.640000000014
21,1985.5600000000559
22,2035.5200000000186
23,1985.5600000000559
24,2085.6600000000326
25,2035.7000000000698
26,2035.5200000000186
27,2085.6600000000326
28,2035.5200000000186
29,1985.5600000000559
30,2035.7000000000698
31,1785.9000000000233
32,1635.8400000000838
33,1635.8400000000838
34,1585.8800000000047
35,1535.920000000042
36,1485.9600000000792
37,1336.0800000000745
38,1236.1600000000326
39,1635.8400000000838
40,1635.8400000000838
41,1585.8800000000047
42,1535.920000000042
43,2035.5200000000186
44,2035.5200000000186
45,1386.0400000000373
46,1286.1199999999953
47,2035.5200000000186
48,2035.5200000000186
49,2035.5200000000186
50,1935.6000000000931
51,1835.6800000000512
52,2035.5200000000186
53,1785.7200000000885
54,1735.7600000000093
55,1885.640000000014
56,1835.6800000000512
57,2085.480000000098
58,1985.5600000000559
59,1935.6000000000931
60,1835.6800000000512
61,1685.8000000000466
62,2085.480000000098
63,1935.6000000000931
64,1935.6000000000931
65,1835.6800000000512
66,1885.640000000014
67,1985.5600000000559
68,1535.740000000107
69,1185.3000000000466
70,1135.3400000000838
71,1085.3800000000047
72,1935.6000000000931
73,1985.5600000000559
74,1635.300000000163
75,1835.5000000001164
76,1935.6000000000931
77,1885.640000000014
78,1885.640000000014
79,1785.5400000000373
80,1685.4400000000605
81,1635.4800000000978
82,1585.3400000000838
83,1485.2399999999907
84,1485.2399999999907
85,1885.4600000000792
86,1585.520000000135
87,1485.6000000000931
88,1185.4799999999814
89,1035.420000000042
90,1234.9000000001397
91,1234.9000000001397
92,1134.9800000000978
93,1234.9000000001397
94,1234.9000000001397
95,1335.359999999986
96,1185.3000000000466
97,-516.2199999999721
98,-616.1399999998976
99,-116.53999999992084
100,-716.0599999999395
101,-716.0599999999395
102,1386.0400000000373
103,1885.4600000000792
104,2035.7000000000698
105,1835.6800000000512
106,1735.4000000001397
107,1785.3600000001024
108,1935.6000000000931
109,1985.5600000000559
110,1985.5600000000559
111,1935.6000000000931
112,1885.640000000014
113,1835.6800000000512
114,1985.5600000000559
115,1985.5600000000559
116,1735.7600000000093
117,1735.7600000000093
118,1436.0
119,1336.0800000000745
120,1685.8000000000466
121,1336.0800000000745
122,1386.0400000000373
123,-616.3199999999488
124,-566.3599999998696
125,-566.3599999998696
126,-366.5199999999022
127,1535.920000000042
128,1485.9600000000792
129,1335.9000000000233
130,1585.1600000000326
131,1284.8600000001024
132,1435.1000000000931
133,1485.2399999999907
134,1435.1000000000931
135,1435.1000000000931
136,1385.140000000014
137,1285.2200000000885
138,1435.1000000000931
139,1035.0600000000559
140,784.9000000000233
141,1185.3000000000466
142,934.9600000000792
143,1235.2600000000093
144,784.9000000000233
145,1135.3400000000838
146,885.0000000001164
147,784.9000000000233
