date,opening_price,closing_price,min_price,max_price,average_price,units_traded,volume_1day,volume_7day,buy_price,sell_price,requestTime
1520528710671,849000,815000,811000,865000,839455.1216,44353.3521095775395611,44353.3521095775395611,238331.770055803182847407,814000,815000,1520528710
1520528716572,848000,815000,811000,865000,839451.8378,44362.2695095775395611,44362.2695095775395611,238331.770055803182847407,814000,815000,1520528716
1520528722445,847000,816000,811000,865000,839446.4293,44376.5413862284829611,44376.5413862284829611,238331.770055803182847407,815000,816000,1520528722
1520528728420,848000,816000,811000,865000,839445.2014,44375.4545862284829611,44375.4545862284829611,238331.770055803182847407,815000,816000,1520528728
1520528734651,848000,816000,811000,865000,839445.2014,44375.4545862284829611,44375.4545862284829611,238331.770055803182847407,815000,816000,1520528734
1520528740632,848000,816000,811000,865000,839445.2014,44375.4545862284829611,44375.4545862284829611,238331.770055803182847407,815000,816000,1520528740
1520528746723,847000,814000,811000,865000,839436.2823,44397.8394862284829611,44397.8394862284829611,238331.770055803182847407,814000,816000,1520528746
1520528752812,847000,816000,811000,865000,839435.0546,44398.1251862284829611,44398.1251862284829611,238331.770055803182847407,814000,816000,1520528752
1520528758860,847000,816000,811000,865000,839434.7551,44397.9986862284829611,44397.9986862284829611,238331.770055803182847407,814000,816000,1520528758
1520528765073,847000,814000,811000,865000,839432.4410,44401.8806862284829611,44401.8806862284829611,238331.770055803182847407,814000,815000,1520528764
1520528771015,847000,816000,811000,865000,839426.1393,44408.2586862284829611,44408.2586862284829611,238331.770055803182847407,813000,816000,1520528770
1520528777264,848000,813000,811000,865000,839424.4536,44404.5556862284829611,44404.5556862284829611,238331.770055803182847407,813000,815000,1520528776
1520528783241,847000,813000,811000,865000,839420.0230,44372.4075862284829611,44372.4075862284829611,238331.770055803182847407,813000,815000,1520528782
1520528789525,847000,815000,811000,865000,839417.4357,44366.7004862284829611,44366.7004862284829611,238331.770055803182847407,813000,814000,1520528788
